State;Sex;Title;Reward;Description;Link;Additional;Fields of study
Nationwide;Female;ACJA-LAE Scholarships;Varies;A competitive program, which makes annual monetary scholarship, awards to undergraduate or graduate students enrolled in a course of study in the criminal justice field. Three categories of awards have been established to include a Graduate Division, an Upper Division, and a Lower Division. The winners of the Scholarship competition are selected by the Scholarship Committee. Annual awards are announced at the National Conference of the Association held each year. The deadline for Scholarship applications is December 31st of each year. Interested members may contact the Executive Secretary to obtain applications and information.;http://www.acjalae.org/members_benefits.html;Generic;"
Criminal Justice"
Nationwide;Female;Paul Janosky Criminal Justice Scholarship;$1,000;"
The Paul Janosky Criminal Justice Scholarship is awarded based on studies in the criminal justice field. One scholarship in the amount of $1,000 will be awarded. Prior applicants and recipients may apply for this scholarship annually. The Paul Janosky Criminal Justice Scholarship is awarded to: 1. A Miami-Dade, Broward, or Monroe County high school senior or full-time college student and 2. Who is the son or daughter of a sworn officer working for any law enforcement agency within the geographical boundaries of Miami-Dade County and 3. Is planning to or is currently majoring in criminal justice, law, or public safety at an accredited college or university and 4. Currently maintains a 2.5 minimum grade point average.";http://poat.org/scholarships/paul-janosky-criminal-justice-related-majors-scholarship/;Generic;Criminal Justice
Nationwide;Female;Alphonso Deal Scholarship Award;Varies;The National Black Police Association is seeking to enhance higher education opportunities among qualified graduates. It is our desire that through this financial award a student (male or female) might be afforded the opportunity to have higher educational training in the academics of law enforcement, or other related areas, for the betterment of the Criminal Justice system.;http://www.blackpolice.org/scholarships.html;African American;Criminal Justice
Nationwide;Female;NCSA Annual Criminal Justice Scholarship;$2,000;First priority in selection is given to the child or step-child of a North Carolina Sheriff or Deputy Sheriff. Second priority is given to a child or step-child of a North Carolina law enforcement officer killed in the line of duty. Third priority is given to a child or step-child of a North Carolina Sheriff or Deputy Sheriff who is deceased or retired (regular or disability). Fourth priority is given to an academically eligible North Carolina criminal justice student with demonstrated financial need. The state institutions eligible to participate in the criminal justice program are: Appalachian State University, East Carolina University, Elizabeth City State University, Fayetteville State University, North Carolina Agricultural and Technical State University, North Carolina Central University, North Carolina State University, the University of North Carolina at Charlotte, the University of North Carolina at Pembroke, the University of North Carolina at Wilmington, Western Carolina University and Winston-Salem State University.;https://ncsheriffs.org/about/scholarships;Generic;Criminal Justice
Nationwide;Female;American Culinary Federation Education Foundation Scholarships;$2,500;"
The American Culinary Federation Education Foundation, with the support of the American Academy of Chefs (AAC), offers educational scholarships to high school students, college students, professional chefs looking to further their education or become certified and student culinary teams currently competing at ACF regional and national conferences.";https://www.acfchefs.org/ACF/Education/Scholarships/ACF/Education/Scholarships/;Generic;"
Culinary Arts"
Nationwide;Female;$500 Culinary Scholarship;$500;"
Open to all high school and college students interested in studying culinary arts. Simply log in or create a free account below to apply.";https://www.niche.com/colleges/scholarship/culinary-scholarship/;Generic;"
Culinary Arts"
Nationwide;Female;James Beard Foundation Scholarship;$20,000;"
Established in 1991, the scholarship program assists aspiring and established culinary professionals who plan to further their education at a licensed or accredited culinary school or hospitality institution, college, or university. In the past 25 years, the program has not only grown in visibility and financial scope, but in the array of subjects its recipients have embraced. As of 2018, the Foundation will have awarded nearly $8 million in financial aid to 2,000 recipients.";https://www.jamesbeard.org/scholarships;Generic;"
Culinary Arts"
Nationwide;Female;ADEA/Crest Oral-B Laboratories Scholarships for Dental Hygiene Students Pursuing Academic Careers;$3,000;Two $3,000 scholarships will be awarded to support dental hygiene students pursuing academic careers.;http://www.adea.org/studentawards/Crest-Oral-B-Laboratories-Scholarships-for-Dental-Hygiene-Students-Pursuing-Academic-Careers.aspx;Generic;"
Dental Studies"
Nationwide;Female;ADEA/Crest Oral-B Laboratories Scholarships for Predoctoral Dental Students Pursuing Academic Careers;$5,500;"
Two $5,500 scholarships will be awarded to support predoctoral dental students who have an interest in academic careers.";http://www.adea.org/studentawards/Crest-Oral-B-Laboratories-Scholarships-for-Predoctoral-Dental-Students-Pursuing-Academic-Careers.aspx;Generic;Dental Studies
Nationwide;Female;ADEA/Sigma Phi Alpha Linda DeVore Scholarship;$1,000;"
A $1,000 scholarship will be awarded to support an individual studying allied dental education at the baccalaureate, master's, or doctoral degree level.";http://www.adea.org/studentawards/Sigma-Phi-Alpha-Linda-DeVore-Scholarship.aspx;Generic;Dental Studies
Nationwide;Female;HGA Dendel Scholarship;Varies;"
The Handweavers Guild of America, Inc., offers scholarships for each academic year through the HGA and Dendel scholarship funds. Over $4,000 in scholarships will be available for furthering education in the field of fiber arts, including training for research, textile history, and conservation.";http://www.weavespindye.org/scholarships-applications;Generic;Design
Nationwide;Female;#LifeLikeLyLy Memorial Scholarship;$1,000;To provide financial assistance and promotion of Asian American college students pursuing a major in fashion and/or graphic design.;http://www.againstthegrainproductions.com/livelikelyly-memorial-scholarship/;Generic;Design
Nationwide;Female;Xero Scholarship;$5,000;"
Here at Xero we work closely with accountants, bookkeepers and financial advisors so we know what an important role they play in business. We also know that the more of these talented folks there are, the better the business world will function. That's why we're giving away a $5,000 scholarship towards a degree focused on accounting, economics or finance.";https://www.xero.com/us/scholarship/;Generic;"
Economics"
